muon_pt,muon_eta,muon_phi,antimuon_pt,antimuon_eta,antimuon_phi,delta_eta,delta_phi,delta_R,label
34.7845,2.0526745,-0.7021461,38.457123,0.61123145,2.2964401,1.4414431,2.9985862,3.3270524,1
41.12331,2.743757,1.6453065,36.23907,1.4925584,-1.5269992,1.2511986,3.1108801,3.3530693,1
42.19194,-2.8069255,-1.6644437,62.53157,-2.3915226,2.558632,0.4154029,2.0601094,2.1015732,1
33.97477,4.003178,-2.6790977,47.50558,2.9198005,0.9451024,1.0833776,2.6589854,2.871221,1
59.36877,-1.3142605,2.4447312,27.852716,0.52315724,1.6752257,1.8374177,0.7695055,1.9920448,1
48.365025,-2.1265945,0.9936367,36.409477,-2.9290576,-2.48193,0.80246305,2.8076184,2.9200459,1
49.589203,-4.2448225,0.20435332,33.211838,-3.155687,-2.8400772,1.0891354,3.0444305,3.2333841,1
25.718481,-2.5336204,-3.1001806,26.360594,-4.8757577,0.026367625,2.3421373,3.1265483,3.9065216,1
43.628155,1.1563259,-2.1637435,45.85622,1.1818749,0.9889003,0.025548935,3.130542,3.1306462,1
76.72754,-3.1223595,1.899527,55.86434,-3.256677,-2.8947837,0.1343174,1.4888747,1.4949211,1
38.66847,2.381202,-0.9177092,38.983963,1.2048569,2.1466348,1.1763451,3.064344,3.2823758,1
59.80925,2.7579787,0.7228142,35.095,2.9765184,-2.1288002,0.21853971,2.8516142,2.859976,1
49.140068,-1.6190017,0.9823176,43.71045,-1.9863993,-2.100262,0.36739755,3.0825799,3.1043968,1
36.91525,0.76917356,0.15485029,46.690727,1.5684258,-2.9399552,0.7992522,3.0948055,3.1963456,1
87.567856,-1.732163,-0.43133342,32.861473,-1.3044761,-2.4567602,0.4276868,2.025427,2.0700896,1
59.741753,1.2266092,-1.5377232,42.005604,1.4281456,2.4342878,0.20153642,2.3111746,2.319945,1
42.644913,0.07121243,-0.5536042,45.80437,0.1714857,2.5916913,0.100273274,3.13789,3.1394918,1
44.280838,3.3528209,1.1297123,42.379677,3.6082478,-2.0483751,0.25542688,3.105098,3.115586,1
80.50539,2.5621455,0.0027402425,71.997574,-0.21579807,-2.9747374,2.7779436,2.9774773,4.072142,0
44.87941,2.382155,1.6823157,47.538246,2.1204126,-1.7374711,0.26174235,2.8633988,2.875337,1
38.923008,0.1879581,-2.054336,50.466606,0.17556402,1.0570872,0.0123940855,3.1114233,3.111448,1
48.083042,-1.7231514,0.8192345,42.682957,-1.1971914,-2.4889174,0.5259601,2.975034,3.021169,1
47.95572,-0.95618755,2.3351305,40.774605,-1.5446954,-0.85218734,0.58850783,3.0958674,3.1513069,1
30.12794,-0.26442382,2.9477267,32.289562,-2.1344962,-0.059638657,1.8700724,3.0073655,3.5413864,1
30.73656,-0.29327163,3.0364933,32.338333,-2.0680463,-0.08810247,1.7747747,3.1245959,3.5934558,1
43.69047,-0.10350359,1.7549073,49.044765,0.36092094,-1.5395174,0.46442452,2.9887612,3.0246296,1
31.46189,0.8524856,-2.9279568,35.11495,-0.83134204,0.59985805,1.6838276,2.7553704,3.2291393,1
46.97362,-3.3870382,2.6567073,44.07059,-3.5196033,-0.49504352,0.13256502,3.1314347,3.1342394,1
44.46643,-2.2628245,0.86844873,29.522974,-0.83808255,-2.1127121,1.424742,2.9811609,3.3041203,1
38.585888,-3.2263937,-0.83925086,39.687824,-4.35607,2.1878214,1.1296763,3.0270722,3.230996,1
37.90959,1.9813423,0.8163818,78.97272,2.3606048,-1.0973266,0.37926245,1.9137084,1.950928,1
40.795044,3.353338,-0.16315989,35.06476,4.329719,2.951165,0.97638106,3.1143248,3.263792,1
49.20796,0.8842034,3.0982447,39.75835,0.34512,-0.48037595,0.53908336,2.7045648,2.7577674,1
46.222145,-0.19118594,-2.9352202,46.015133,-0.4678661,-0.111821845,0.27668017,2.8233984,2.8369226,1
40.523907,2.2347379,-0.25838748,43.492073,3.0484672,2.9075844,0.8137293,3.1172135,3.2216728,1
42.251125,-3.5725455,2.372848,40.08862,-4.595766,-1.0742728,1.0232205,2.8360646,3.015003,1
46.386116,-0.31642026,-1.463045,45.880016,0.062132463,1.1283525,0.37855273,2.5913975,2.618901,1
35.351147,-0.61081207,-2.4855883,38.334232,0.6544103,0.6809972,1.2652223,3.1166003,3.3636267,1
47.792984,-1.168113,-1.544102,44.48554,-0.9380921,1.3454983,0.23002088,2.8896003,2.898741,1
53.991756,-2.519634,-1.7421805,42.600506,-1.9799798,1.4075392,0.53965425,3.133466,3.1795967,1
46.91074,4.5043216,2.6994815,30.482643,2.5734425,-0.9855748,1.9308791,2.5981295,3.237062,0
51.3295,3.3890665,0.8209741,41.653988,2.3853714,-2.2710822,1.003695,3.0920565,3.2508795,0
26.42103,-4.0673847,2.1079445,32.396877,-2.005611,-1.6004988,2.0617738,2.5747426,3.2985165,1
43.067005,-3.8943582,-2.2524648,40.221397,-2.8159246,0.10357559,1.0784335,2.3560405,2.591128,1
42.5482,0.0029814148,-0.70039475,30.43282,-1.3611321,2.4112952,1.3641136,3.11169,3.397561,1
65.453995,-3.0294783,0.4715973,31.300121,-3.0409102,-2.601117,0.011431932,3.072714,3.0727353,1
44.494194,-4.243119,1.9684634,41.674095,-4.8692174,-1.1673963,0.62609863,3.1358597,3.1977515,1
37.84019,0.71601695,0.18626969,44.102592,-0.2715012,-3.1026473,0.9875182,2.9942687,3.1529093,1
38.26744,-3.508678,-2.254098,46.236736,-4.502685,0.5106444,0.9940071,2.7647424,2.9380012,1
60.565334,0.29471084,-2.879845,38.58024,1.7630844,0.087936305,1.4683735,2.9677813,3.3111699,0
73.33762,1.8900454,-1.8367401,35.70916,0.88928235,2.8774223,1.000763,1.5690234,1.8610108,1
43.48995,-3.011476,1.2386016,41.226097,-2.0077808,-2.4075265,1.0036952,2.6370575,2.821609,1
28.217094,1.177963,1.5533061,64.30153,2.0400226,-1.6739496,0.8620596,3.0559294,3.1751933,1
43.05764,-2.350193,1.3518543,41.599625,-1.5528889,-1.6967515,0.79730415,3.0486062,3.1511416,1
27.816341,-1.1783577,1.349255,49.241535,-0.97201085,-1.6242034,0.20634687,2.9734585,2.9806097,0
28.607956,-1.6149416,-0.71815586,63.23569,-2.5102623,2.8681111,0.89532065,2.6969187,2.8416493,1
43.29896,3.8623374,1.4041269,39.114025,2.5371115,-1.7603045,1.3252258,3.1187541,3.3886356,0
33.90423,-2.829052,-3.1379986,59.66703,-2.9412549,-0.14372088,0.11220288,2.9942777,2.9963794,1
44.946537,3.7441108,1.1810557,43.359562,3.3019488,-1.9335517,0.44216204,3.114607,3.1458359,1
27.244745,-0.99106115,0.15884137,27.930777,-0.4694776,-3.0012627,0.52158356,3.1230814,3.1663363,0
37.99419,2.6221073,-0.19091213,39.1151,1.7391859,2.839552,0.88292134,3.0304642,3.1564636,1
26.739212,2.030306,-1.0225109,34.097218,0.04338676,1.9708477,1.9869193,2.9933586,3.5927765,1
38.30872,2.635879,-2.6051414,53.201607,2.7807508,0.39332122,0.14487171,2.9984627,3.0019603,1
45.34637,2.6122122,-0.13826658,45.137024,1.6270534,2.7366493,0.9851588,2.8749158,3.039026,0
31.619297,2.1174614,1.7854426,31.443579,0.5321495,-1.5482467,1.5853119,2.9494965,3.3485436,1
29.821093,-0.2179575,1.9941983,37.438034,-1.7400764,-0.99343187,1.5221189,2.9876301,3.3530254,1
45.190018,1.3070345,-0.5968547,43.80914,1.7271656,2.5386972,0.4201311,3.135552,3.1635733,1
68.113014,2.3537393,-2.8643777,39.458675,2.384181,1.2914264,0.030441761,2.1273816,2.1275995,1
31.804764,0.6785219,-1.2909214,64.53147,-1.0888201,-0.29436478,1.767342,0.9965565,2.0289462,0
42.261566,-3.3548052,0.44996348,40.200962,-2.413511,-2.9374213,0.9412942,2.8958008,3.0449462,1
37.823547,0.21809563,-0.8919565,48.400948,-0.25957495,2.461389,0.47767058,2.9298398,2.9685233,1
25.746096,1.1638571,-1.8344767,28.005606,-1.0224353,1.1476468,2.1862924,2.9821234,3.697693,1
39.20858,0.27103573,1.4072902,47.178112,0.6381506,-1.6763239,0.36711484,3.083614,3.1053903,1
35.783176,-0.8393934,0.9145921,29.545149,-0.45522326,-1.943027,0.38417011,2.857619,2.8833268,0
34.107944,-2.8205252,1.2445862,41.031136,-4.10255,-1.8783022,1.2820249,3.1228888,3.3757997,1
26.169638,0.9131029,0.6382219,25.240719,3.2894933,-2.4951677,2.3763905,3.1333897,3.9326024,1
35.360054,-2.8407233,0.96319014,37.473083,-4.2293863,-2.1812887,1.388663,3.1387064,3.4321806,1
43.836975,-0.3219053,-0.5109391,30.147808,-1.7074939,2.8459072,1.3855886,2.9263394,3.2377954,1
39.307358,3.702176,1.6104633,39.04686,3.1610203,-1.5349525,0.5411558,3.13777,3.1840932,1
49.08288,-1.8726434,1.2461603,29.53753,-0.17676717,-2.2016995,1.6958761,2.8353255,3.3037956,0
68.15109,-3.1921844,0.6115459,32.22993,-2.4468787,-2.0080884,0.7453058,2.619634,2.7235937,1
41.045017,0.6493206,0.6998925,46.279125,1.3166474,-2.0989995,0.6673268,2.7988923,2.8773465,1
29.5112,0.3608227,1.8779271,26.781935,2.6054814,-0.45391345,2.2446587,2.3318408,3.236661,1
32.05303,1.5166196,1.1846352,29.858458,0.027521484,-1.9717672,1.4890981,3.1267831,3.4632623,0
59.31212,0.9210115,-2.8186176,158.807,1.8245074,-2.6424437,0.90349585,0.17617393,0.92051184,1
44.62038,2.2738008,0.2318535,40.898865,1.8478372,-2.80181,0.42596364,3.0336635,3.063423,1
36.699905,-2.7812688,-0.45693362,51.882618,-1.862388,-3.0089338,0.9188808,2.5520003,2.7123878,1
43.798138,3.5655797,-2.4801433,33.21823,3.0293329,0.6408311,0.5362468,3.1209745,3.1667085,0
25.310207,-0.1576465,-0.32089862,57.211403,1.1053885,3.041657,1.263035,2.9206297,3.1820333,1
35.725616,1.6327115,-2.6986022,50.7105,2.7659278,-0.53193015,1.1332163,2.166672,2.4451272,1
48.71425,3.464467,-1.9514884,38.043472,3.0627928,1.5173293,0.40167427,2.8143675,2.8428872,1
44.645775,-1.9641752,3.1154733,38.820744,-2.877938,0.043225117,0.9137628,3.0722482,3.205257,1
33.46737,4.6416326,1.4160349,31.969666,2.8858633,-1.2704971,1.7557693,2.6865323,3.2093894,1
27.535572,4.3118987,2.6663308,33.85011,2.3064034,-0.62952,2.0054953,2.9873345,3.59808,1
47.70973,0.6864207,-0.92025316,33.430565,1.7174746,2.5442312,1.0310539,2.818701,3.0013578,1
48.80299,3.4629009,0.3023642,41.08562,3.2132142,-2.714096,0.24968672,3.0164602,3.0267766,1
42.957447,-1.8926806,-2.540413,41.802094,-1.3735011,-0.030863117,0.5191796,2.5095499,2.5626915,1
40.425278,-3.3551867,-1.9578669,37.128613,-4.375076,0.78563607,1.0198891,2.743503,2.926941,1
57.386555,1.1729044,-2.577742,61.604134,0.7334458,0.9013775,0.43945855,2.804066,2.8382936,0
40.046394,-0.67115945,-0.87182534,41.415997,0.3144904,2.330449,0.9856498,3.080911,3.234736,1
32.70328,-0.29128346,2.1622086,56.30116,-1.016844,-1.128524,0.72556055,2.9924529,3.0791576,1
32.136837,-2.0458188,-1.4248914,35.320454,-0.42200828,1.7735401,1.6238105,3.0847542,3.4860392,1
43.973927,-2.2853196,-1.2988104,43.126617,-3.1858613,1.2789257,0.9005418,2.577736,2.7305124,1
50.64993,-0.3986091,0.4198194,38.826897,-0.18651961,-2.6238859,0.2120895,3.0437052,3.0510855,1
25.026764,3.3917277,0.43210557,51.87088,1.9169395,-2.472733,1.4747882,2.9048388,3.2577736,1
55.297432,-0.840546,-0.4203601,48.466747,-1.8878183,3.0240486,1.0472723,2.8387768,3.0257947,0
32.149387,-1.0357349,-0.52149016,37.794296,-2.486809,2.584028,1.4510741,3.105518,3.4278066,1
47.889194,-2.4235516,-1.2945144,41.164635,-2.8443882,1.9750124,0.4208367,3.0136588,3.0429003,1
43.37739,1.4042431,-2.8300536,40.031044,0.5489248,0.3284804,0.8553183,3.1246512,3.239601,1
38.33205,-1.4445094,-3.0926247,41.19585,-2.3746772,0.07085471,0.9301678,3.1197064,3.2554233,1
31.178589,1.5566988,-1.9543214,57.007954,3.26777,-2.8296573,1.7110713,0.87533593,1.9219724,1
47.013462,3.219293,-0.6721912,42.072334,3.639925,2.439052,0.4206319,3.1112432,3.1395485,1
32.902298,-0.82008696,1.1135805,33.078793,0.528272,-1.862673,1.3483589,2.9762537,3.2674391,1
37.34205,-2.8635948,2.8020449,42.315567,-1.8557261,-0.24813521,1.0078686,3.0501797,3.2123816,1
49.805862,3.0633605,1.0193287,25.509472,4.54937,-1.726648,1.4860094,2.7459767,3.1222765,1
45.508278,-0.5033898,-2.5232275,43.005512,0.20875661,0.4790973,0.7121464,3.0023248,3.085629,1
36.582584,-1.9878039,-2.0166807,62.647907,-2.2194319,1.0138187,0.23162794,3.0304995,3.0393386,1
33.539013,1.5957496,1.6967413,38.965504,0.25421634,-1.2404866,1.3415333,2.937228,3.2290895,1
43.259094,3.2194593,2.823211,43.82073,2.463612,0.061356284,0.7558472,2.7618544,2.8634148,1
31.066687,0.08572551,-1.4139805,38.294777,1.6505605,1.6097851,1.564835,3.0237656,3.404683,1
53.61841,2.2014987,-1.1083841,43.299583,2.515288,-3.066084,0.31378937,1.9577,1.9826883,1
67.77151,-1.9582143,-0.33323377,72.44745,-1.0881507,0.6691001,0.87006354,1.0023339,1.3272843,1
38.68466,2.6854584,0.30851695,39.074986,4.096995,2.9345999,1.4115365,2.626083,2.9814,1
54.092125,3.8872473,2.3264022,44.148937,4.386651,-0.6475658,0.49940372,2.9739678,3.0156074,0
27.345896,-0.21008448,1.2337732,27.533762,2.7243776,-1.953691,2.934462,3.0957215,4.265508,0
34.286694,-4.2547007,-2.881245,28.573793,-2.2818527,0.27739492,1.9728479,3.1245453,3.6952555,1
30.24421,-1.4620092,-2.4282322,31.352999,0.37020665,1.1946236,1.8322158,2.66033,3.2302275,1
26.665993,1.6742145,0.16922927,27.02463,2.628888,-2.9855988,0.9546734,3.1283572,3.2707827,0
59.286392,-0.6451739,-1.5838443,41.51399,-0.46092492,2.1406622,0.18424898,2.5586789,2.565304,1
42.201355,-3.6916063,-1.4572831,46.182896,-3.066523,1.6539799,0.6250832,3.111263,3.1734345,1
59.563694,-0.14320676,3.0081837,59.711277,0.96259284,-0.14848447,1.1057996,3.1265175,3.316309,0
32.99826,-0.618611,-2.4880342,40.20282,0.6797166,0.4592823,1.2983276,2.9473166,3.2206101,1
41.439053,-0.41319638,-0.3797102,38.40795,-1.3519236,2.7219102,0.9387272,3.1016204,3.2405643,1
69.33129,-0.749295,1.5393815,30.574884,-0.48752347,-1.7847589,0.26177153,2.9590447,2.9706008,1
43.273266,2.1622202,1.176584,43.962933,2.7614553,-2.3991244,0.59923506,2.7074769,2.7729971,1
50.392784,-3.8513236,2.315166,36.649384,-4.462529,-0.8345161,0.6112056,3.1335032,3.1925561,1
41.820354,3.8994088,-0.70325273,44.3048,3.132696,2.3532965,0.7667129,3.0565493,3.1512446,1
36.886955,-2.7337954,-2.1104178,58.250164,-2.666427,0.8118222,0.06736851,2.92224,2.9230165,1
38.692657,-0.3602351,-0.9080442,53.730507,-0.9560598,2.5017972,0.5958247,2.8733437,2.9344695,1
48.98992,-3.8904493,0.4841701,45.813896,-4.2079344,-2.8691282,0.3174851,2.929887,2.9470384,1
45.211742,0.61222446,1.960637,31.040195,1.2232549,-1.4390464,0.61103046,2.8835022,2.9475317,0
32.45656,-2.7098205,3.009157,27.19644,-3.0812697,-0.15814772,0.37144923,3.1158807,3.1379433,0
38.89728,2.9098969,-0.4661762,48.35272,3.011824,2.907452,0.10192704,2.909557,2.911342,1
46.372025,-1.8715849,-3.0478618,43.06654,-2.1632853,-0.036521867,0.29170036,3.01134,3.025435,1
43.019985,-0.19670978,-2.1076756,40.42634,-0.8245231,0.42303932,0.62781334,2.530715,2.6074255,1
44.957798,-2.63941,-2.2680817,44.133976,-2.2222292,0.80632496,0.41718078,3.0744066,3.102582,1
51.808475,4.0701566,1.6476907,44.047607,4.069484,-0.9426856,0.0006723404,2.5903761,2.5903761,1
30.435223,3.597783,0.3869584,29.146635,1.0714449,-3.0750942,2.526338,2.821133,3.7869744,0
25.210604,-1.5842648,1.7698777,30.6459,-0.6929727,-1.7169467,0.89129204,2.7963612,2.934968,0
50.666553,-3.4487178,-1.4423224,26.469646,-2.253553,1.425429,1.1951649,2.8677514,3.106834,1
31.294449,-2.0802915,-2.6644065,38.4295,-0.45846048,0.7889518,1.621831,2.829827,3.261634,1
36.266582,0.17362215,1.4223735,44.125477,1.2340412,-2.0150764,1.0604191,2.8457358,3.03689,1
57.840263,1.0036273,-0.09872295,63.10185,1.7078741,2.9827907,0.70424676,3.0815136,3.1609633,0
35.505215,-1.2919463,0.4100918,48.47775,-0.42192724,-2.7308416,0.8700191,3.1409333,3.2592018,1
33.088257,-1.553276,-3.1378913,51.14672,-2.5329766,-0.23043147,0.9797007,2.9074597,3.0680833,1
25.982956,-2.539455,2.5825808,32.097435,-4.509819,-0.6288219,1.9703641,3.0717828,3.6494088,1
31.771988,-3.970968,0.7173073,38.757915,-4.3288436,-2.678512,0.3578756,2.887366,2.90946,0
46.467506,3.135866,0.7946866,39.280136,3.7762806,-1.8070897,0.6404147,2.6017764,2.6794348,1
39.93215,-2.0430634,-2.4553947,31.596373,-2.1547325,0.47738212,0.11166906,2.932777,2.9349022,0
36.67651,1.1592927,0.044054173,31.465729,2.7560275,-3.0137744,1.5967348,3.0578287,3.44962,1
47.66454,1.2716277,-1.4699932,43.959015,1.1394925,1.565767,0.13213515,3.0357604,3.0386348,1
45.09413,0.87109995,-0.4592863,36.372253,-0.2710901,2.5274687,1.14219,2.986755,3.1977026,1
55.18784,-1.3541338,2.5176077,40.240116,-2.2507803,0.41501802,0.8966465,2.1025898,2.2857952,1
45.631706,1.0507947,-1.0164597,98.961586,-0.17260274,-1.7887528,1.2233975,0.7722931,1.4467682,0
30.20578,1.9143355,2.606775,28.119883,-0.15923981,-1.4683914,2.0735753,2.2080185,3.0290363,1
44.57338,-3.4917233,0.78588927,43.374462,-2.7554083,-2.442829,0.736315,3.0544674,3.141963,1
26.996857,-1.0244551,0.7895572,76.0532,0.6336156,0.07296457,1.6580707,0.71659255,1.8062955,1
43.0682,0.90427244,0.21572155,41.35433,-0.020961974,-3.015015,0.92523444,3.052449,3.189593,1
40.93833,-3.7389352,-3.078092,50.405148,-3.847427,0.027262533,0.10849166,3.1053545,3.107249,1
45.811268,-0.1754848,1.0080804,41.68854,-0.66681474,-2.073381,0.49132994,3.0814612,3.120386,1
43.792534,-0.68828136,-2.1155853,41.839954,-0.5275242,1.0177308,0.16075718,3.133316,3.1374373,1
38.912907,1.3758749,3.0434086,25.460615,-0.54313457,-0.10385059,1.9190094,3.1359265,3.6764972,1
41.925438,-0.4635066,-2.6042266,37.866848,-1.5275772,0.36875612,1.0640706,2.9729826,3.1576688,1
46.02162,-2.8375566,2.8698025,47.65897,-2.788624,-0.79922175,0.048932552,2.6141613,2.614619,1
40.840004,-0.033463947,-1.7020106,47.10019,-0.8188566,1.7183651,0.78539264,2.8628094,2.9685888,1
25.260374,-3.3042915,-2.9816468,26.963594,-2.7432034,0.049069397,0.5610881,3.0307162,3.082217,0
37.22294,-1.0944664,0.18099529,58.859997,-1.5095549,2.5590205,0.41508842,2.3780253,2.4139807,1
35.422993,-0.95352846,-1.9442853,28.437433,-2.7861042,1.3424166,1.8325758,2.9964836,3.5124419,1
39.96518,-2.4880962,1.1934223,41.905876,-1.4544103,-1.8684946,1.0336859,3.0619166,3.231693,1
26.984951,-0.471279,-1.3541279,28.490044,-2.071595,2.6043487,1.6003159,2.3247092,2.8222833,0
53.235878,2.1755638,-2.3111696,32.393967,1.2691963,0.6820965,0.90636754,2.993266,3.1274822,1
32.361717,0.895122,2.675343,33.582798,2.5483747,-0.720905,1.6532526,2.8869374,3.326808,1
46.604572,1.0929712,0.8775156,43.096325,1.4923539,-1.9616431,0.3993827,2.8391588,2.8671117,1
41.450405,-0.34664407,-2.8359616,49.23223,-0.874797,0.26843935,0.52815294,3.1044009,3.1490078,1
32.350555,-1.7225943,1.1077577,28.061499,0.21444869,-2.0499244,1.937043,3.1255038,3.677079,1
60.001724,3.3170877,-2.0671668,41.765305,4.1120605,2.3893375,0.7949729,1.8266814,1.9921713,1
36.285885,2.0090783,-2.1385944,35.424465,0.5584208,0.9406007,1.4506575,3.079195,3.4037993,1
46.579807,-2.3933415,-0.49289903,46.179585,-2.2150636,2.6514273,0.17827797,3.138859,3.1439178,1
39.884155,1.7136391,-2.4049911,27.807732,3.3032174,0.43274197,1.5895783,2.837733,3.2526124,1
77.19914,1.6816562,-1.1083966,49.023445,0.6936034,2.3079145,0.98805285,2.866874,3.0323613,0
63.11962,0.91176957,-1.1414897,36.097763,1.1809952,2.6194415,0.26922566,2.5222542,2.5365822,1
39.05951,-0.378069,-3.0150142,41.96831,-1.6655542,0.38985756,1.2874851,2.8783138,3.1531425,1
30.657772,-2.2416446,3.0152435,25.789364,-0.10623124,-0.057399325,2.1354134,3.0726426,3.7418075,1
44.746326,3.5147114,-2.7821095,47.595387,2.9976082,0.37118307,0.5171032,3.1298926,3.1723216,1
59.00188,0.3373475,-1.6062994,32.800613,-1.0966015,-0.014552298,1.433949,1.591747,2.1423979,1
38.522095,0.3589604,1.8318974,59.66665,0.49769258,-2.75077,0.1387322,1.7005179,1.7061676,0
26.01357,2.1770353,-1.9795882,36.50687,4.0689445,1.5100765,1.8919091,2.7935212,3.373882,1
79.21391,3.063945,0.5096404,25.283464,3.4550462,-3.095235,0.39110112,2.6783097,2.7067144,1
45.007607,0.3162855,2.6270773,109.52169,0.8399554,-2.4684024,0.5236699,1.1877053,1.2980269,1
35.435505,-2.754424,1.7256628,34.428967,-1.3272343,-1.3104116,1.4271898,3.0360744,3.3547904,1
38.3529,2.7309895,1.7069972,57.048275,2.2463553,-0.8049763,0.48463416,2.5119736,2.5582967,1
79.71682,-1.2772107,0.35104883,30.117119,-2.2069423,2.2050147,0.9297316,1.8539659,2.0740275,1
36.446884,-0.10044937,0.45851788,42.19753,1.1347444,-3.114415,1.2351937,2.710253,2.9784517,1
38.281548,3.2490313,1.6048579,46.129047,2.5726097,-1.4961307,0.67642164,3.1009886,3.1739056,1
39.198887,2.2345464,-2.0343504,43.570442,3.3401687,1.0331209,1.1056223,3.0674713,3.260641,1
59.406055,3.0249488,-1.6967392,29.866447,2.0080533,1.7494758,1.0168955,2.8369706,3.013715,1
40.636074,1.1453243,-0.58723205,39.755314,0.04021412,2.5085723,1.1051102,3.0958045,3.2871377,1
55.53201,-2.2973862,-0.18514252,32.24197,-1.5167261,-3.09364,0.78066003,2.9084976,3.011443,1
32.17968,0.98635423,-0.26934424,48.549526,2.052157,3.1359494,1.0658027,2.8778918,3.068908,1
69.61653,-1.3258691,-3.0582983,28.484747,-1.6312226,0.0074855364,0.30535352,3.065784,3.0809531,1
51.055447,0.8592622,2.9660208,42.155235,0.27242804,0.36775023,0.5868342,2.5982707,2.6637163,1
49.334507,-3.772214,-2.335802,34.78017,-4.996701,-0.30622107,1.2244868,2.029581,2.3703518,1
35.333366,2.4150953,0.69227076,48.989708,2.8906941,-2.4821084,0.4755988,3.1088064,3.1449754,1
42.613358,1.3229512,0.8488941,42.704155,1.1174806,-2.3535748,0.20547056,3.0807164,3.0875607,1
45.963825,1.0090721,-0.8908386,44.114765,1.7197815,2.9015393,0.71070945,2.4908078,2.5902183,1
47.297806,1.57504,-1.252761,38.076946,0.7284581,1.7257059,0.8465819,2.978467,3.0964441,1
25.66045,-3.202895,-1.7331699,47.54867,-1.2680947,-0.30696946,1.9348003,1.4262004,2.403643,1
35.70246,2.9994698,1.4487867,34.81588,2.7730165,-1.6169405,0.2264533,3.0657275,3.0740795,0
45.19315,1.7967508,-1.31314,32.524864,2.7548838,1.6816853,0.958133,2.9948254,3.1443596,1
51.438168,1.091241,0.76320124,41.536964,0.97221565,-1.9400306,0.11902535,2.703232,2.705851,1
36.195988,1.449451,-2.9052396,27.465755,0.4795066,0.10413402,0.96994436,3.0093737,3.1618226,0
36.98753,-2.8600466,-2.8858814,28.597221,-3.84087,0.25611585,0.9808233,3.141188,3.2907562,0
37.86756,-3.881224,-2.747456,50.02809,-3.9357708,-0.7523059,0.054546833,1.9951501,1.9958956,0
43.987644,-2.9150343,1.6078246,45.552013,-3.166996,-1.4498299,0.2519617,3.0576546,3.0680184,1
37.91644,1.9100472,-0.82801276,33.059593,0.3219172,2.4553556,1.58813,2.9998171,3.3942688,1
26.574654,2.4804847,1.3463494,31.3493,0.43451115,-1.9992502,2.0459735,2.937586,3.579863,1
47.757145,1.2405179,0.574778,39.77336,0.89599824,-2.3443375,0.34451962,2.9191153,2.9393754,1
33.24346,-2.1179903,-1.0556908,39.487343,-0.76614743,2.4460645,1.3518429,2.7814305,3.092545,1
55.70982,0.7059636,0.9939409,36.88862,1.7532243,-0.9996728,1.0472606,1.9936135,2.2519436,1
49.234314,1.3540128,-1.3909715,38.74348,1.9332011,1.8064824,0.5791882,3.0857317,3.1396177,1
38.12897,-0.4191217,-2.472968,31.09704,-2.0199776,0.439953,1.6008558,2.9129212,3.3238306,1
43.80055,0.97139835,-3.0868475,45.44831,1.4326123,0.13007337,0.46121395,3.0662644,3.1007574,1
54.610504,1.433739,0.84874165,38.030968,3.1035273,2.0235581,1.6697884,1.1748165,2.0416627,1
30.450695,0.17274573,-0.019051021,42.948334,0.7105578,-3.0471644,0.5378121,3.0281136,3.0755022,0
47.724754,1.0343072,2.2912529,53.04639,0.5040014,-0.7211382,0.53030586,3.0123913,3.0587132,0
47.67462,3.293999,-1.6648691,52.56531,2.9147997,0.48713243,0.37919927,2.1520014,2.185155,1
51.084694,-0.59198153,2.4764602,47.403828,-0.9202345,-0.6734999,0.32825297,3.1332257,3.1503735,1
38.229755,4.2653823,-0.87444806,50.940945,3.2371557,1.3087136,1.0282266,2.1831617,2.4131815,1
38.437115,1.4791111,-2.5462337,50.353527,2.0345342,0.6423081,0.55542314,3.0946438,3.144092,1
55.507496,1.5473545,-0.21051224,55.79487,3.0390623,-0.22211392,1.4917078,0.0116016865,1.4917529,1
43.313652,-0.56782085,-0.04566163,44.43491,-0.37140328,-3.1349,0.19641757,3.0892384,3.0954764,1
34.857903,0.7352397,-0.06274015,46.067356,-0.17580113,2.7145329,0.9110408,2.777273,2.9228823,1
35.60484,2.245629,2.8712735,55.751328,2.9889102,-0.9801555,0.7432811,2.4317563,2.5428145,1
36.81356,-0.65728897,-1.4527507,46.17275,-1.4893965,1.686297,0.8321075,3.1390476,3.247464,1
44.747902,-4.4139366,-1.1755112,35.57188,-3.366894,2.187395,1.0470426,2.9202788,3.10231,1
53.033215,-0.52891254,1.3542589,41.151497,-0.1943595,-1.9735477,0.33455306,2.9553788,2.9742544,1
45.10752,3.0110636,0.5102499,41.208897,3.5655363,-2.612341,0.5544727,3.1225908,3.171437,1
34.247555,2.8307714,2.9809828,42.88894,4.045817,-0.008169526,1.2150455,2.9891522,3.226665,1
48.167248,0.053732954,-0.8674868,38.96191,0.20405507,1.8607614,0.15032211,2.7282481,2.7323864,1
36.998707,-4.0086966,-2.1774347,29.558004,-3.866403,1.0719391,0.14229345,3.0338118,3.0371468,0
35.027893,0.56857824,3.101868,34.66133,2.1098876,0.09836723,1.5413094,3.0035007,3.3758926,1
28.835325,2.9909894,1.0527534,59.83903,3.6849065,-2.0896516,0.69391704,3.1407807,3.2165234,1
32.60297,0.60082084,1.4323846,54.732338,1.790525,2.7153108,1.1897042,1.2829262,1.7496558,0
